order_id,payment_sequential,payment_type_id,payment_installments,payment_value
5e9f1a71f53f74f8c4e829ffbb4b52e9a,1,1,2,205.95
dd46ac8cf8a385a883f38119228c584ea,1,2,1,28.2
7c0a8e739e7de73b6258885fc6fc32d1a,1,1,1,51.04
7c38c132d8ee69d411b7a3eae6035211a,1,2,1,122.55
0bd166e72c588bcc71cf432b653c1667a,1,1,2,117.63
3b67413a225423c7c571ac1f07bda044a,1,2,1,142.57
a5e8bd40b3d57b6a26a1e79bafcae9eaa,1,1,4,125.53
a06e15e85714e87cb14e805b04c476f2a,1,4,1,72.93
b898480abf81ccc16670a2642a0f3173a,1,1,1,78.7
003423b755b562962a6225a8de40d12ea,1,2,1,261.33
6ed366eb7c955fb0dae9c4932d9188c0a,1,1,1,78.63
32c1eb77cf7ceaa6358640e4cad0d14ca,1,1,3,97.12
33cf56f1cedf4fac342de6f1befaab1ea,1,1,3,147.68
aa8c424f10763cab5496c65e9e2a479da,1,1,3,229.84
53251dae6eb94ed4fa67b57bd60e58bfa,1,1,2,75.21
6bcee650c0948a4d061fbac64d157ba5a,1,1,5,108.33
ac95b87f13bbd7609c75bfcc17cf3ae7a,1,1,4,149.04
037ce5266460af220f19d497b130e737a,1,1,1,118.35
70a1ce56d693a1a8142d48883989f08fa,1,1,4,44.86
a99d889887e1de4ac286fc3847455a97a,1,1,1,116.88
ab76aedb67702363009523f1a9bc78aba,1,1,5,157.07
fbb09a2a201b41a31a2e27bbd815c012a,1,1,3,209.46
bc0750dbbde0ce52c81895096a0deb7ba,1,1,1,46.2
b18cb761efbe70da4838435a349abd07a,1,1,10,289.45
f3d73893c5b2bd8aed47d188dd5484aea,1,4,1,209.51
0a9a43ac5fe59c6c4bee2a8f9b9fcce8a,1,2,1,58.28
9ff8a9b56d0dc60ce426a0c27ad77953a,1,1,1,57.65
7eb822b8c02d5ca36317ccbc83e3fe89a,1,1,1,277.97
a49dc0169f9bb6d3ac9829bdebd12299a,1,2,1,78.64
ac81fb6face0af1b93e2a059ad7b9f23a,1,2,1,263.89
79d78a9ea5d396742c0efb562c68e2eda,1,2,1,38.23
737513abba391330e69fe0383703d447a,1,1,3,42.27
8af6d93e9fcfcf7b686b0cf6d0d84239a,2,3,1,80.44
4383f393667331c267d9cdce510b849ca,1,2,1,73.38
80e834c250ad9420643210e6f3b5bd37a,1,1,3,32.7
aa2d83efdc462b55b35559de37a04787a,1,1,1,22.29
c8a713dcca463bb2802f76c94667b413a,1,1,1,45.3
ba38b1323c46414512597408e6ec5b9ba,1,1,3,83.22
20e2af2e88f87028e067d8f71a7ea84ea,1,1,1,214.88
f442e8ce7252d20139480cdb55291b5ca,1,1,4,110.71
7313807dc1071728db193910181486d8a,1,1,1,37.46
e44a2113e6f06206c4ae9134ab3f6074a,1,2,1,247.7
0467205a89711e4ec8e70ef2277e3287a,1,1,1,118.83
bafb7839993d401fc28cbd78488ea03aa,1,1,8,154.11
32bc89adafbfd38be0cf6931769c6a6da,1,1,3,73.69
ddfa1e68bf845862d55c2616b5ca20cea,1,1,2,107.3
2e4ef279d418d092749185f9a030d1c2a,1,1,3,392.02
e124c7322cefdb43a61f072bedd00e64a,1,1,4,143.55
4faf8ab696c7c0a09160d089d1e5a497a,1,2,1,143.65
921708bd83981df87fcf8cca7936ece1a,1,2,1,251.26
3a147797c76836e07f7e3754ac79741fa,1,1,8,80.56
45381c01fd8a0e60c741a9cf4736ebbba,1,1,1,43.17
8b346abc34a6e64bc67fcd3b0eccdc9fa,1,1,7,376.45
248c51607bd50b4a44aae4427a56a9dea,1,1,1,38.17
74c142641fc482d8aeb7e31805a9aa2ba,1,2,1,87.48
2afbd8a533424d5df3af9277ff0f3d1ea,1,1,5,59.59
9729a585634ed0ce4a0f4e38763c31daa,1,1,1,41.88
45acb6840b062e10dd63454b19ce5212a,2,4,1,847.38
80aa9c31556571f08988f12dc07476e1a,1,2,1,57.37
9a7dc0f1de6be37b24d30c88398ff4cba,1,1,2,83.53
735dce2d574afe8eb87e80a3d6229c48a,1,4,1,444.07
63e62b997942e4c16bef7802caed1d45a,1,1,6,571.85
03e2511c3ad8af9188ef59218b1e8a2ca,1,2,1,171.09
6fea02b03afef8797df7b9fd8efb3f5fa,1,1,4,260.06
1f75a7630a802a5ca4b723d03b2560b4a,1,1,1,96.8
8b5e19adc5101e4b002ed7c4dfd0ecb3a,1,1,10,141.56
b99c041d0a55d659b66f51788c0c5817a,1,1,1,83.12
a1ad06d866647a0b9ef51b831079fda4a,1,1,4,387.68
813806934fb64463e4a78ff2cfef2941a,1,1,1,40.24
a6a81ef0cba0e11e230b4d19a6e8c559a,1,1,2,117.27
2fb8e643288fc9fcf4b9178fb9d4f17ea,1,1,4,104.07
8054d343a41978d8c122045b28eb5e00a,1,1,1,64.22
7a40bb8803549af172ca4403ff436229a,1,1,8,273.47
f06120a41d72cbe0e5d52f7dc5c52072a,1,1,3,350.94
e45cd17d2a71cf962914a543d8cca5b6a,1,1,4,50.9
7a6cee8d80a2a71e4c1dd74b0dfadb3ca,1,1,1,76.74
c0a8ef94e050fd7fb74a3757be5b3da0a,1,1,3,132.49
e3c6b0e299f89807d09492f4404f8cc6a,1,1,5,59.8
99d77f27c8ce75d51ce78cfe695ca1c3a,1,1,4,204.85
6d1832bd42dccbd91d1ce32da7f54492a,1,2,1,138.46
da457b4ddaf967a69db8285ff1c2dfc7a,1,2,1,199.35
9de8f4ac771189b55e817ebd04cf21a7a,1,2,1,65.35
a2d2af47de3679f9a5a3d9e30c46935ca,1,1,4,73.49
51d713e7827d7fce65be8df2395cb0bda,1,1,5,120.81
78652a80b5afacab99c641f855a4b00fa,1,1,1,40.81
6ffc78c9003aa616f58b4de610bcce29a,1,1,4,94.74
ee6059ea51c2fe6fa582bfee8d1a725ea,1,1,5,135
dc5f666aaafdc436026ce648640c2145a,1,1,1,105.73
b61196a9915235f4020fa1186580c99da,1,1,4,108.29
6b9e63bef69dd3bfae0ca6dcea8deed6a,1,2,1,124.25
6e094f9da57fda90223610bbba3d4c6aa,1,1,2,87.76
715c19fb47250380be905cedcd442b5aa,1,1,3,31.96
efb4d60fb4f120700df27e9032a18b54a,1,1,1,61.4
982727416ef47cb3095b02dfccb621bfa,1,2,1,76.58
74c4ac3867f9fef27d2e9377a746f090a,1,1,4,177.25
47d142852e82970e78f1ed02c1dfce94a,1,1,5,56.6
b636037a882bd588f102f9f3fc29b2caa,1,2,1,43.98
5e92e0bff46e7409b95d52942bf0f2a8a,1,1,4,46.85
9e766b8cbac373f4795d99c05f57514ca,1,1,1,28.23
375fd64923cdf29ddd54724395e80b69a,1,1,2,178.9
f01dcdf8b36b19f3443d5209c827796fa,1,1,5,106.72
b17db006a1076de65b757bf690c24d16a,1,1,2,48.11
c67afe8b6c6b9dbbcfbccb18ae4b5556a,1,1,1,16.38
32dd7913bfe4d7f0647e7d5a5e711f2da,1,1,2,22.38
543cca75b036b547b2b025a1d896895fa,1,1,1,62.5
0b2e6b4673da2264a5318ef4abe1fd44a,1,1,2,76.15
988c500d743d7a2cf2e9eaa824a66780a,1,1,1,25.04
45c5f1ab99efdaf580f4d57769aee540a,1,1,9,472.88
f148f0d15c9e216159aadb7bffdb0fe7a,1,1,4,219.21
14bbe584b52d7f29efcd5d8b5553af3ba,1,2,1,229.65
04836fc7917dc0bfcfbd4456ec4156aca,1,1,3,158.77
2af1664ed08d6f1bc9b2c0e743cafdeda,2,3,1,60
3be95134673694dafe888962e636f0cea,1,2,1,64.43
cdae097ae448ea48b9b45e2b3569e9b6a,1,1,3,923.97
116a4c72702bbc7b314c9ac7978e7b29a,1,1,8,458.36
779ee2bc8384b3ea52f4e6abe2c84271a,1,1,2,119.79
dea7cb1fd64c147e1cc083ff2a74a184a,1,1,5,253.23
bb9f75d3c7f568993eeea270ef41e9d1a,1,1,4,314.43
f6e2898af2dbe4582426003c31aedaf1a,1,1,3,32.7
1b27ec73386e488de66dde240800f5e3a,1,1,1,222.69
f84df8c0d5dd2861dd4b0939c1a9fc27a,1,1,1,133.18
0782e07a7692b86e29c3fcec805b3bfca,1,1,10,1012.9
e11630dcf47900a87f3f6c30141c1078a,1,1,4,98.37
755192d3be0310a52e52cd72bf6f12f5a,1,1,5,55.93
f432a241fd23667f1e00486f42634d9ba,1,1,4,223.19
78bfabdd678960433865cf37c15be81da,1,1,3,98.65
ad670e7892e2b2f7f757b3c383d9ab35a,1,1,2,49.03
b1737a1ef657350ee5e90c4035ad2aeba,1,1,2,169.95
b42c3979ca033193016394e37f74d668a,1,1,6,138.96
f4a225b924b4cf6e2021d3a7eb5c109ca,1,1,3,32.44
3f9666fbcb3490ff8c1f0d2b826c32dba,1,1,1,299.96
7ba54c67fabcf8bc22e2023e8d81dd84a,1,1,1,32.37
a0f26edb69d57d6b0624f0ebef947c79a,1,1,6,414.03
67a0536ff5532b7d6ed0c62f8a3a5ccda,1,1,3,82.27
c027f3c5515fef73b9212d8381c33b25a,1,1,8,245.1
39454163ea6db630f644e723c00f7da3a,1,1,1,44.74
6feefd64eb5b13184ac2bca3d0be98e9a,1,1,4,319.19
f6f2ee8dfe7b003fe207c62777e9fad8a,1,2,1,137.96
997fd4b37386d10b57d4ac8cdec011a6a,1,1,6,315.75
b8fffd71202e7086dd751c257751b3dda,1,1,3,37.24
39b07544f44827ecfb759a3544ccab72a,1,2,1,420.96
ccaa7f476eec8a9922ac7193691d310ba,1,1,1,58.87
665c6b8e3c77888e2a0c9b64ad905155a,1,4,1,168.95
f6b0d97a919d6bfe7394a370b8f5f678a,1,1,3,31.15
29b71dc3837a954158a1d1b30d0605bca,1,1,8,228.03
6d1f16f4ed292206fbeedf3b44e0ceb3a,1,2,1,37.69
cd919470d4038db47af0ae7904777f68a,1,1,5,381.32
22d63f928cac124264dda89874eb970fa,1,2,1,343.12
308af2adf367ec45187f929522f6b9aca,1,1,3,184.26
b36d9c84b0033e4366759f851db473a8a,1,2,1,322.7
3c1c45c6ad5ec5fdfbb0aa0e29a4ea23a,1,1,6,67.44
2437dfd68fb453ad27e1898c8b1fe868a,1,1,1,32.13
20e966193a16a101f6a264df9dd92968a,1,1,4,94.74
cfe7f525524a8cd367ada41bddf72f11a,1,1,7,224.84
ddbbf91a5dc91f4757ad2ed77ab9616ba,1,1,1,40.58
9fe28378e5a0c6b3f55ed7be6edf9ff4a,1,2,1,457.82
9a5199b42599c11214ac9f95cfb17043a,1,2,1,400.68
54a1ba9a8bb07a2013657c2a49ed05d9a,1,1,5,370.26
25f9cd6cf05f1ee2caea2bfecc60abdda,1,1,4,41.86
fa4e67c2fc9315f348f252ab6490b03ca,1,1,1,180.33
293e34b72465ae7478f59d4d0b3e58baa,1,2,1,32.37
b2026cc24ae47d44bdfb8fbe3b38b78da,1,1,3,146.9
df60585f4cb85bc7e7b6531f59920613a,1,1,5,239.06
b539ce2adefd8069df8b63856d7837f3a,1,1,2,52.3
98c5e6736c22f74ce441cfa7b457016da,1,1,1,30.78
55a0d264704ff411b81f421c73eef60ea,1,1,6,62.99
632203abfe718597f34e8d7ed449b4cba,1,1,8,98.61
51ee9ef5d831b5f76f97d2819e7f94a9a,1,1,1,89.77
4cfb51c814f29d8201a00624b78646ada,1,1,1,206.14
6b2db6289d13d627596a319150551fe2a,1,1,8,94.5
455dbd3c7fa4666ddb7b723bbdd09076a,1,1,1,83.02
45e64bfe511bd5e24d56e200e29631b7a,1,2,1,309.3
f9bb72cf336b553a0895edff8be3b787a,1,1,1,35.36
1d73e7c6c8033ca8b5d21df45c5b7863a,1,1,10,229.27
4a9eee375aed716abf318683789faf01a,1,1,1,132.7
d028d198f371aec5c0bbcadfc46c943ca,1,1,3,34.13
e5c83b9d7049d45d07109c42cb808281a,1,1,4,392.86
0cf00d58f941ec9b27dc839a9c6e91e4a,1,1,8,188.18
4cd679aec789b6915d7dc7e648d2489ea,1,1,1,45.28
934838488a3fc133b3cb9b1f716c5937a,1,1,6,68.44
059162a0bf2726c87dd0359eef84c878a,1,4,1,1014.48
3315a8038d5ead17040d6658a1377c7fa,1,1,1,46.88
141b860df8159c748ea4d24301992689a,1,2,1,48.83
0decb14beb4de8d3b4e37103e81f119ba,2,3,1,45.24
b16494d7fa3459ccef0a8afa71fc6116a,1,1,1,212.03
2eb8d7103527b48ed39070bd8cb2368ea,1,1,1,45.81
d96f940617a3c0e0e9c785239c9d807ca,1,1,1,69.53
db19ee032409eb975bc529b906bb8298a,1,1,1,62.3
e0145369394f83a5210ad16511c6cf33a,1,1,3,130.6
9dc3aae9b1d669cf1ede0c26d1d08b48a,1,1,3,134.3
8dfe2458a3fe7978343edf962990b9baa,1,1,1,54.64
955905cdf6d624f57f4eed64285077daa,1,1,1,55.36
058dbc6a010af0332e7515f383c02b5ba,1,1,10,101.25
9d9cff01f6fdf54921c214e893355fb1a,1,1,2,131.99
a34cb116fd337ef68f4d8057031b39a5a,1,2,1,35.14
eb5775c404ef8a8dd4526d6c75db4142a,1,1,1,69.16
64158e0be1de0bb467aec3c8d1e25df1a,1,1,1,52.58
66308a10b1b08b360f9a7378a2ff254aa,1,1,1,22.79
cc0c2816e800ee2d10ad0d51f37ab289a,1,1,8,1110.59
5d9eaab2f0968ee661d96ba4afdf807da,1,1,5,1049.53
248420359d879dd7752d4333a3d7472ba,1,1,8,383.03
fbc212270a939b78ed5c8abcdc365ecda,1,2,1,126.74
c43de9faa95d5014569aa1ec9ac83554a,1,1,2,94.74
ddcc0f4f6de9d30500e9e39e2127046da,1,1,5,145.81
02fc75303e2529f036cb819168fa21a0a,1,1,3,68.45
a5474c0071dd5d1074e12d417078bbd0a,1,2,1,21.38
2cbfb1f20f907bcb72718d2aee607df0a,1,2,1,91.41
bd841dd9066badb2ee3dcf7dd6516523a,1,1,3,216.62
3b2d986d88e983cc12154191391193ada,1,1,1,137.93
d4a72eff3bfdb6ff7667bef4119283e9a,1,1,1,112.9
ed84d84ff056c981f01b2084bdb4785ea,1,1,1,74.48
c1872cd219ab83c3a9a63cdc2f75a518a,1,1,1,59.22
1bb2f9c66f255ce7f266291901ba9c26a,1,1,1,64.51
e758dcd9bd08272ffb2f985926579539a,1,1,1,226.74
137e3a7815d41ef63ef508a85ee39cd8a,1,1,3,52.93
9f459414e341be7328c349d9ba80a125a,1,1,10,821.93
e02e125437cc2226be342ae222e83a15a,1,2,1,74.41
61c77cbdc7ac0a0ded411b067c32baf8a,1,1,2,120.65
f025be07a93a64e2f8fa6c84849f4d48a,1,1,4,135.93
86e574a0701d15590bf31783bc7de5dca,1,1,1,112.46
eae696a5d4f36a048c3c1e78d611253da,1,2,1,137.62
f2b150da2994a9a654a8af90977b9cc9a,1,1,2,98.65
d836fc392b89243c807bf3366c68fbeea,1,1,1,83.66
f38bba7355a2382087be5ad984cd1f40a,1,4,1,128.47
6299bb8e855289b411394e216495f96fa,1,2,1,371.94
dda0b2b9a46f5c43da98422227eaaccfa,1,2,1,782.19
ba7e9675b77b9e9f0cb2a9ad0d265826a,1,3,1,43.54
fd956cbe7c235fe02662e99e854220e5a,1,1,2,142.97
875c175eb6577637f9001b99dc54a7e1a,1,2,1,190.82
465ea0b7e27f7e09d3667cb42f5d8648a,1,1,2,46.43
1801ac1e33ecd0aaf015d7b7c0e70204a,1,2,1,57.87
44d266dec578366b923e9b3a636c8311a,1,4,1,99.45
74e4eb74d4d588aecf5a7c58c56345bea,1,1,2,69.53
a651186842ef57c2a7a20501436beaf7a,1,1,7,167.96
904d1d3bf21a8c56e931f8ac05d284c6a,1,2,1,164.12
f41a94d6c69bc6a77e342c4a43f14cdda,1,2,1,45.3
34b7f8ccf3ab2ba8512fa244c3bab225a,1,1,10,137.87
fdf0135ca769666a6e9f28c5d6576feba,1,1,4,83.69
1edc1b84ccb3322ee9f3c206a12c17cea,1,1,1,54.8
9a7e8939f3e332415b9915a209e3607ea,1,1,4,42.51
763cef494955df156986e220c7810b18a,1,1,4,115
bf48c37aab37d5df8bf6bd53727693d8a,1,1,10,171.06
33879dc5903bc67030ad66df59c6aa4ca,1,1,1,58.37
4cdae837c07c681dc80adebc6ee90b99a,1,1,5,132.13
a440318fc0b00f62bd45c052abf0837da,1,2,1,85.81
14e58712c72f8606b985860c5711fdf7a,1,1,1,99.77
2846eb8607ac61c072c49f8c3d928691a,1,2,1,135.4
7ec78885f0818489a2b5afdff64a81b7a,1,3,1,209.12
845a50530bb296929ceef779acdc52aaa,1,1,5,52.13
c0d0691580b4aefa924ed59260eb09d0a,1,1,5,53.23
c005c973843746a08a6ea826af4ce0c0a,1,1,1,84.26
74c415339f4e4bc0b0ce2d6c6d067b2aa,1,1,1,197.29
43e72a87fc0004d7ada32e7c5d72e063a,1,1,2,23.89
6c170781e28b9d780b0338e8d3cbedb7a,1,1,2,98.56
d40cae317472956cd556dacb126e481ca,1,1,1,115.91
c700b407cfb9699e423866878835f42ba,1,1,4,153.71
45f016f4ad553379b5e7e9c0d3fff18aa,1,1,4,133.41
b46846b45a07d12a5553a67d4320ba61a,1,1,1,71.37
4a2c053de460d64372361385b38bdb24a,1,1,4,243.14
79bc7c534af45885cc4a1aec6cbad0a8a,1,1,2,162.97
4cf039bb3ac612eaf93de354f5da9cbea,1,1,4,391.08
f3860f9cb9ef6130287ac71894577a57a,1,2,1,195.54
d9842672b8cb5ecfbbd067d497f8958ea,1,1,3,155.98
c61424020aa28e6b14fbc18c80ad8a3da,1,1,1,110.77
23b1eb268049c1d2a04b22784867e75ba,1,2,1,60.5
9ff5836df74adba6c5a5cabcfe59bb51a,1,2,1,32.7
9e9bb251429e37919252cfa83702d18ea,1,1,1,94.04
f75d04d7bf218d0026ebdbd703d70fa0a,2,3,1,100
cad9cc97c8f0878b65c04815fb985252a,1,2,1,132.91
25f0e2e1bdd2acf4c251364f1f6b4c0da,1,1,1,32.92
4375cac0cfa2a87273ea83c661bdfccaa,1,1,2,436.38
9e0584f7d8ecc18347e6ce7eb7922628a,1,1,7,157.48
c7517b3306b2a226bce545f9716dd360a,1,1,2,43.28
c5eb20ae1c43449285cdab2d15a04816a,1,1,4,144.61
56fdda0cb0aee560cd00b1a571dcb10fa,1,1,2,183.2
1fb291320c9a5276869ee9f50fe885e2a,1,2,1,73.18
03dffd456132253d009d20fc4a228c9ba,1,1,1,20.38
cb8e4e4edadcee29ddbe43c4d2396db7a,1,4,1,58.46
19a870c81a3ab57258a090b0976ec5eea,1,1,7,175.86
36870d717737ef5f4b201e7787c3ea6fa,1,1,7,621.28
3227045c7007663566ae3d19aed8cca7a,1,1,2,110.78
38d53048cadc43042f82188a761f6765a,1,1,1,142.26
dc65a9b6855f6b8e44c417736cfb340da,1,1,1,53.22
4d9bdc2fb2669f62c3f9b40eb1a41c4ba,1,1,5,132.81
5ced3c3a76ef7d2ab6b014b379d414fea,1,1,1,159.6
2dad0e5f5e49de74d7d561dd6fd726cba,1,1,4,49.56
bdc82a7dd7a5afa642e590e280475da0a,1,1,10,351.22
0b3348cfaae0bca40b23a36b64c7b941a,1,1,1,59.46
b451d36b7885d0b242a0e8189f3f8394a,1,1,2,54.64
0a131976e98291762104959158e2bdc6a,1,1,4,665.44
edb87b920c0d70259a62d95cd4922c87a,1,1,4,224.1
635607b37cf3b851396ef5a76be8b89fa,1,1,1,36.68
7bda7fb1e596f90f607376af2ca647cda,1,1,1,96.88
43d33927e13df71f3cf0e5782b0ff7c2a,1,1,5,59.63
724c63c0c7f775d58382c4fb12081867a,1,1,1,128.57
31f54256f355ebb3c36f1bd8af1ad88ea,1,1,3,107.85
7f62ff42160c8f3c778b5f4e16ef552ca,1,1,2,115
6b4329eec5141eb456ea3e8a2dd02f62a,1,1,1,24.29
2c313debfbfb2b44f91ae0431823ccb4a,1,1,4,155.95
076e78b027f88320defc1d6ab23d6793a,1,1,1,94.74
1ad631eef80afb67f53ed0b9083846e7a,1,2,1,197.45
643efaf4eddc8f0b4f71b1674c882fa4a,1,1,10,347.5
86dda1172108d1601101914c45b51699a,1,1,8,422
9bf446986c317acc13f2ab30756f9b20a,1,1,1,58.3
d3f661b49e6bea433759048d761d2035a,1,1,2,59.4
230571d6e34263b58881343939b5baeaa,1,1,1,21.79
2f8eea85236019981baf4408c9123ff2a,1,1,2,105.85
42326771e9fef8586133e2e6102f87caa,1,2,1,519.91
8cbd694bc3280b8cbc9120d759a30b0da,1,1,2,101.7
80fe5b2fe4869330fabbceea5e5e7c0ca,1,4,1,109.72
9c7d894f9c1a1bf24922e113909eb640a,1,4,1,571.85
4e569a26328664b975f0fea724647fe9a,1,2,1,32.43
6dca57240c5cb67c2673be12f538a2fca,1,1,3,174.19
199303a694a579a221dd258585150f89a,1,2,1,188.63
2b7715df43e5e353fabf1846cde8529ba,1,1,5,102.51
437dbe46155da24f92d6b155899315b8a,1,1,1,50.03
9790914a516d3a166150d0d19f282b8fa,1,1,2,54.74
62d3343ff5b8b9b2465b68369d7dce80a,1,1,3,367.75
a72a85d8ae2274e218fcea46f815cfa7a,1,1,2,47.48
dd43808dd9194cb01cc2f50bef6092a4a,1,1,9,99.46
004b62108b876867938746ad3154167fa,1,2,1,118.35
6ae112d3d80d830e6e97b777b24b4c56a,1,2,1,219.6
45cac4320420da8cf4dac44accae079aa,1,4,1,69.54
31a9fc3107df7fca6d3e9d14f7b2da84a,1,1,2,51.05
715e85b2a8ad19fcc56605b9904716e4a,1,1,1,121.93
e112dc2744c9e024795bee7be6ff73dea,1,1,2,107.8
4e7d9b3083e78f30d7534bd2fc1c5f2da,1,1,10,225.6
d80272e7d2cde76157c01c03b3deebcca,1,1,1,32.44
abd14b94d3155471e77c723d055edab5a,1,1,1,53.54
8fb7d40ee1093b202dec8c0e06e2d21ba,1,2,1,37.69
a9f3a3d1ad51353ad83d1cc38aa74a47a,1,1,8,721.74
ae8a569660d9208ffed48d06824629a3a,1,1,4,96.65
6893249ce4e1c005d32eaf13b7bde6eba,1,1,1,1.48
d77815db97cd5ae5aa8e95e8e6404808a,1,1,1,54.49
308163f9666c3f335e92b0f0f61554eda,1,2,1,38.24
51bd890febd880cb94d9051fd28f289ea,1,1,1,83.87
a69cfdf2a1c59f8ff05718f69d021e81a,1,1,1,76.51
583d5978ccf34486c5dbf738558e1b7aa,1,2,1,56.85
9b9ea4df4ca67f5e1e7867b56944dd55a,1,2,1,72.07
a032ff0a07f573a5a759ff255b26788da,1,1,2,108.83
f6db57e68ebbac1c6281a7baf178df17a,1,1,1,64.56
2a400780d5bb01c0093169085cd3edbda,1,1,1,19.39
a14df9fc5ca3766de545916e143acb06a,1,1,3,32.7
7d0408fa5d2829c175c99499e5aeb226a,1,2,1,465.69
12019ed87b97cee3add615b1f8c9e9b0a,1,2,1,173.74
a86beac32a9e23997ac3016ccbffe061a,1,1,3,65.33
3f744e5030fb02e02651eb31d5204878a,1,2,1,144.78
5bf19c7e8991698d4f0f3430da7e57a6a,1,1,2,133.84
b413de6592c9ddd8ab07e542285d7a85a,1,1,2,243.41
ca2bf936bb1f3bc31d83dd119beb1efca,1,1,7,75.43
fd29d4a27a68500cecd760540395b131a,1,2,1,119.37
e2befdaf3bbc55ccc94e3261522e80a2a,1,1,4,45.02
bf2910ffd07baa17d7d2ce5a170da758a,1,1,1,94.7
9ae90d0ae423d9ac6caad40cd7a6af6ba,1,2,1,69.04
1473319e2ff85803b7e969a788740cdaa,1,1,8,88.49
2f63fa144638f7ade6cb643585538161a,1,1,1,3.09
be35daa57103f24cb540c6e7f3ca252ca,1,1,2,132.55
371e27e3d55b474e52bbb9cb27bee200a,1,1,1,33.22
bf3aac7b998a34f5bc14f646652e7beda,1,2,1,111.89
7d37719edab33266657f56d6739b837ea,1,4,1,173.67
4f604161cac7949dd11d13af2a4944b6a,1,2,1,323.7
721cdd34c6ff27fe0fb9f2c21f27d444a,1,1,1,78.1
e40432477b0a9de5823fb1c0fd293a5ba,1,2,1,99.85
feb78522c340542b5481b11a97a301e1a,1,1,3,103.93
936124bcca6eccc3f937c560b4c97d69a,1,1,2,118.85
1a777b4fbc5f78c56a4d194ce7311df5a,1,1,8,118.98
2df6cb09f0e8e22d0a5a5821ea65556ca,1,2,1,193.84
1d554a2374156f36bdb7e0e6dbcad2d0a,1,1,1,274.55
c75eebf08446545f765d7cfc1ab89342a,1,1,1,79.14
2e4c4387b32b9c80b5006fc2db046dcaa,1,1,10,206.45
92b675d76f091290310bf9078366b8fba,1,1,1,66.09
ef18166b5f1dfc60d75435c548674981a,1,1,5,435.21
1237476520c90c304e2603af9629d0e3a,1,1,8,228.25
c86b551898ce7979ac5f0ce6a4ed3bbba,1,2,1,319.88
47f05ae89d6bcb551be15cba2f14352fa,1,1,2,63.44
e1dd3bcc1f22b4213a185eec19606dafa,1,1,1,50.93
dbe7501db7b1a43b25c86915eaff1112a,1,1,1,181.66
d08c879188638eda44ea5da9dca68d09a,1,1,5,51.33
e7eae9fb17a9b0cae9fdb0dad8afccdda,1,1,2,57.6
76c5d675f926836b4ff285bff2d38766a,1,2,1,92.32
59ffc9b2c09392188ab671e0a67bdb3ea,1,4,1,171.34
e1291e09e6eacd07121773233376f025a,1,1,1,148.42
cd9aa6fcc68d8352f12d7ca709c294f5a,1,1,3,168.14
c81217ac6f729105708524c82fa37172a,1,1,2,111.55
fa28c489b6e2a232b8d4512a06ac44f0a,1,1,10,1284.78
b6b3f7398f91d01cddd86f40d894e688a,1,2,1,35.36
f6c24edf013157aee2faf5ede22cf0b1a,1,4,1,47.4
e6c9b642d368d7b255dab2dd301c5f45a,1,2,1,191.46
7d3ee0bd440416eb22946dad24f7e4c2a,1,1,1,30.8
9dfdc2ebd5ad6715951eced9ebfdd950a,1,1,7,70.89
99441b33a55fabb1cf8b56dc883a29e9a,1,1,5,52.13
fc608ec5eadbd9c3b59babdc1f7ebca9a,1,1,1,204.8
ccd47c1bcae014534a615ca8dd261e26a,1,1,6,68.92
afed00b9cae687f1f1a07bad548aaa50a,1,2,1,193.82
15f8e1e2abf48b0c5161b2f0110ba6eba,1,2,1,152.94
e412fc992ea2637ad4e76b34edd88a18a,1,1,8,84.85
929244ee19bf60f57d300c49dd9cb3b2a,1,1,5,279.95
2bec039adcca39ad3a2d76a949e6c99da,1,1,4,329.26
3fe73ed9f9247ec5ecf012be58e14579a,1,1,8,125.73
b2c44ea2cec62e4994c10e8e84c266c5a,1,2,1,193.84
6153dde2f6f01bdd93c35be85fed898da,1,1,1,57.6
267e5fff0e80197e6553c5596ed81dbda,1,1,1,35.36
6227965ecb8a92f39dae66cf5f09736ca,1,1,1,35.36
4a5ec3a39f61790953b9bb48bfd301d4a,1,1,6,160.75
4e7909532524b84d763e7122b02a8220a,1,1,2,203.4
66c1172ab0ddb605d4012ce1d4339ffba,1,1,7,193.84
a20538d69757be844119c80016394dcba,1,1,3,62.41
14ee9d8441fc68e3674444fb41597e05a,1,1,2,101.64
71359a053b02802c8974b69049cec60aa,1,2,1,270.47
191fad9a46d531249b20f63ff199efe2a,1,1,1,360.04
707d2a86b1e20b0fdcd7a45446d4b8fda,1,1,2,181.94
27f9cf9d843287e332dcd815a0feda60a,1,1,5,184.29
a5d865e12e7e0f8952334691874959dfa,1,1,7,441.5
0f38051157b7ad1d4e0b6c5d20de6ae7a,1,2,1,142.65
75e6eea3103ed05319ebfb5947e94b02a,1,1,1,32.69
7c77dfe4ee780d97bc7247d7aa809ab8a,1,1,8,212.56
53ee14bdd0a25171e9c541d97c325cdaa,1,1,1,94.58
97c83fc9b400d1808b5c8ef56e4b3c3aa,1,2,1,54.25
f61c1d32076f07bcd286065a88a11619a,1,1,1,35.45
b45b66d3543568daaa1fe2290859d88aa,1,1,1,29.4
d4b43f099e2e2c48aae8090b1d632903a,1,1,4,40.43
da9e071e6f18a649211bbb97bd81380ca,1,1,1,37.47
