Id_Geolocalizacion,zip_code_prefix,Latitud,Longitud,Ciudad,Estado
4151,9424,-23.71427471667156,-46.41873448886599,ribeirao pires,sp
4152,9425,-23.70941271709073,-46.427953749155286,ribeirao pires,sp
4153,9426,-23.698125557972265,-46.42789185596777,ribeirao pires,sp
4154,9430,-23.70035495879884,-46.396752462791305,ribeirao pires,sp
4155,9431,-23.69143031670973,-46.38223845896693,ribeirao pires,sp
4156,9432,-23.68731982818344,-46.39328579315943,ribeirão pires,sp
4157,9433,-23.66781741101772,-46.38520028121312,ribeirao pires,sp
4158,9434,-23.66004151862936,-46.37294106586396,ribeirao pires,sp
4159,9435,-23.65373257481298,-46.364913000133285,ribeirao pires,sp
4160,9436,-23.65131720493365,-46.366823595264464,ribeirao pires,sp
4161,9440,-23.689816650485028,-46.37124574344774,ribeirão pires,sp
4162,9441,-23.68376572761572,-46.37555750991596,ribeirao pires,sp
4163,9442,-23.678432062239928,-46.35635750622576,ribeirão pires,sp
4164,9443,-23.680644946961863,-46.34951520939184,ribeirao pires,sp
4165,9444,-23.69444408670574,-46.343265747314376,ribeirao pires,sp
4166,9445,-23.700585600921578,-46.36226409652016,ribeirão pires,sp
4167,9450,-23.745624893916588,-46.39462033694684,rio grande da serra,sp
4168,9510,-23.615655757086824,-46.571860078429005,são caetano do sul,sp
4169,9520,-23.60850634391392,-46.57128157988512,sao caetano do sul,sp
4170,9521,-23.61318101280264,-46.57287321457434,sao caetano do sul,sp
4171,9530,-23.621542891813707,-46.57510268453866,sao caetano do sul,sp
4172,9531,-23.61999668837158,-46.570899938883535,sao caetano do sul,sp
4173,9540,-23.62496842079661,-46.566194355285866,sao caetano do sul,sp
4174,9541,-23.6202056901446,-46.56414467348052,sao caetano do sul,sp
4175,9550,-23.61742430303688,-46.55188178218847,sao caetano do sul,sp
4176,9551,-23.62345398420194,-46.553039562714616,sao caetano do sul,sp
4177,9560,-23.63264241370578,-46.55438133370326,sao caetano do sul,sp
4178,9561,-23.639014704435137,-46.55693757893049,sao caetano do sul,sp
4179,9570,-23.632744917274707,-46.56543098226675,sao caetano do sul,sp
4180,9571,-23.63490255630611,-46.56483733891245,são caetano do sul,sp
4181,9572,-23.642441270973308,-46.56083126678535,sao caetano do sul,sp
4182,9580,-23.64277021726617,-46.57208010294454,sao caetano do sul,sp
4183,9581,-23.63529169549744,-46.57828849488683,sao caetano do sul,sp
4184,9600,-23.67222543087328,-46.55577577291884,sao bernardo do campo,sp
4185,9601,-23.67157299313539,-46.55939447447094,sao bernardo do campo,sp
4186,9602,-23.66197745904333,-46.56459334423684,sao bernardo do campo,sp
4187,9603,-23.66210272433716,-46.56452843703353,sao bernardo do campo,sp
4188,9604,-23.65699421001658,-46.56881414490556,sao bernardo do campo,sp
4189,9605,-23.658966233092343,-46.56735458711242,são bernardo do campo,sp
4190,9606,-23.67580783024554,-46.56182636859772,sao bernardo do campo,sp
4191,9607,-23.673552353222416,-46.56139692689742,sao bernardo do campo,sp
4192,9608,-23.67485049082352,-46.56592375449048,sao bernardo do campo,sp
4193,9609,-23.667850555140703,-46.56897785665987,sao bernardo do campo,sp
4194,9610,-23.667348293241933,-46.56828104445858,sao bernardo do campo,sp
4195,9611,-23.662095747157927,-46.57029865696226,sao bernardo do campo,sp
4196,9612,-23.657824149007386,-46.57140691205227,sao bernardo do campo,sp
4197,9613,-23.670914716555867,-46.5651351297337,sao bernardo do campo,sp
4198,9614,-23.66958080972684,-46.55629711235039,sao bernardo do campo,sp
4199,9615,-23.6787519584292,-46.55814401491674,sao bernardo do campo,sp
4200,9616,-23.662449261189224,-46.55951709887572,sao bernardo do campo,sp
4201,9617,-23.66720323526325,-46.55930615391436,sao bernardo do campo,sp
4202,9618,-23.66806981449864,-46.56449853172678,sao bernardo do campo,sp
4203,9619,-23.66583643434326,-46.56447349124348,sao bernardo do campo,sp
4204,9620,-23.66713945077826,-46.57045697896809,são bernardo do campo,sp
4205,9621,-23.664615445009662,-46.571680231775645,sao bernardo do campo,sp
4206,9623,-23.66087241623533,-46.57254297098572,sao bernardo do campo,sp
4207,9624,-23.656212229743875,-46.57377250031629,sao bernardo do campo,sp
4208,9625,-23.66109034652968,-46.56669030628886,sao bernardo do campo,sp
4209,9626,-23.65793037289792,-46.57001708578379,sao bernardo do campo,sp
4210,9627,-23.658316469386005,-46.56631829437865,sao bernardo do campo,sp
4211,9628,-23.66130475506377,-46.564296407294165,sao bernardo do campo,sp
4212,9629,-23.656709907179263,-46.56723401812807,sao bernardo do campo,sp
4213,9631,-23.6589455364648,-46.56199112446138,sao bernardo do campo,sp
4214,9632,-23.65431070600884,-46.56562201958857,sao bernardo do campo,sp
4215,9633,-23.65433722251101,-46.56720926554255,sao bernardo do campo,sp
4216,9634,-23.652578889833173,-46.56911296769077,sao bernardo do campo,sp
4217,9635,-23.661686973091967,-46.56555990420883,sao bernardo do campo,sp
4218,9636,-23.65222654150357,-46.574441179188376,sao bernardo do campo,sp
4219,9637,-23.65242746282808,-46.57422435104437,sao bernardo do campo,sp
4220,9639,-23.646889321568302,-46.58020655386782,sao bernardo do campo,sp
4221,9640,-23.656628837404305,-46.57486862673152,sao bernardo do campo,sp
4222,9641,-23.655716300509,-46.576820362105686,são bernardo do campo,sp
4223,9642,-23.649049304455048,-46.57660648950891,sao bernardo do campo,sp
4224,9651,-23.658350253818742,-46.58023068899425,sao bernardo do campo,sp
4225,9655,-23.65548184759508,-46.594601003259314,sao bernardo do campo,sp
4226,9656,-23.65996077224967,-46.60435873946345,sao bernardo do campo,sp
4227,9657,-23.666908020826625,-46.60932320706501,sao bernardo do campo,sp
4228,9660,-23.655243172260416,-46.59407142026201,sao bernardo do campo,sp
4229,9661,-23.660864966338345,-46.59644061310163,sao bernardo do campo,sp
4230,9662,-23.66084401835897,-46.59942123350074,são bernardo do campo,sp
4231,9663,-23.65572017003326,-46.59858235411507,sao bernardo do campo,sp
4232,9664,-23.658375841125466,-46.60461841761926,sao bernardo do campo,sp
4233,9665,-23.65882029775716,-46.60882817962181,sao bernardo do campo,sp
4234,9666,-23.659009237227743,-46.60663437737783,sao bernardo do campo,sp
4235,9667,-23.66162625094408,-46.608818108336735,sao bernardo do campo,sp
4236,9668,-23.66260216817041,-46.61213718089103,sao bernardo do campo,sp
4237,9669,-23.662435827373987,-46.60776237256183,sao bernardo do campo,sp
4238,9670,-23.66179428327933,-46.60434708088823,sao bernardo do campo,sp
4239,9671,-23.664479629322724,-46.60605653702866,sao bernardo do campo,sp
4240,9672,-23.660708949930896,-46.60237428797259,são bernardo do campo,sp
4241,9680,-23.66460164102505,-46.58159516068183,são bernardo do campo,sp
4242,9682,-23.667730382860515,-46.59756728709756,sao bernardo do campo,sp
4243,9683,-23.66779559236273,-46.59624612117639,sao bernardo do campo,sp
4244,9684,-23.66685619523611,-46.59433391083228,sao bernardo do campo,sp
4245,9685,-23.66519907067127,-46.59231940089957,sao bernardo do campo,sp
4246,9686,-23.66887007619676,-46.59314396176752,sao bernardo do campo,sp
4247,9687,-23.673393633424453,-46.59524050907028,sao bernardo do campo,sp
4248,9688,-23.67262177403052,-46.59262644383219,sao bernardo do campo,sp
4249,9689,-23.66836515490696,-46.591484465429794,sao bernardo do campo,sp
4250,9690,-23.67512052046353,-46.59061531395742,são bernardo do campo,sp
4251,9691,-23.669855509401177,-46.589828905516704,sao bernardo do campo,sp
4252,9692,-23.66841020702516,-46.58768806352214,sao bernardo do campo,sp
4253,9693,-23.665241464908604,-46.58843649949076,sao bernardo do campo,sp
4254,9694,-23.67103703273756,-46.58101836536064,sao bernardo do campo,sp
4255,9695,-23.6728054734583,-46.57212234865132,são bernardo do campo,sp
4256,9696,-23.67486999999994,-46.55761999999999,sao bernardo do campo,sp
4257,9710,-23.710466484131672,-46.548939650481294,sao bernardo do campo,sp
4258,9715,-23.71565592288304,-46.54574782914775,são bernardo do campo,sp
4259,9720,-23.71560389581901,-46.5540847126564,sao bernardo do campo,sp
4260,9721,-23.719645866039087,-46.54752546385538,sao bernardo do campo,sp
4261,9725,-23.7063160180378,-46.556956230405845,sao bernardo do campo,sp
4262,9726,-23.68807971060781,-46.56182137843302,sao bernardo do campo,sp
4263,9732,-23.68238569130247,-46.56105342253517,sao bernardo do campo,sp
4264,9750,-23.688118958076767,-46.55322175065388,sao bernardo do campo,sp
4265,9751,-23.691384626217896,-46.54373229668177,sao bernardo do campo,sp
4266,9760,-23.699068218670817,-46.54219694026367,sao bernardo do campo,sp
4267,9761,-23.708765360343428,-46.5282179669019,sao bernardo do campo,sp
4268,9762,-23.70620528140996,-46.52050115474516,sao bernardo do campo,sp
4269,9765,-23.70749663308937,-46.53390666913495,sao bernardo do campo,sp
4270,9770,-23.708332988775936,-46.54304093397285,são bernardo do campo,sp
4271,9771,-23.703914664846963,-46.54294064122098,sao bernardo do campo,sp
4272,9772,-23.712983543715765,-46.53961826293497,sao bernardo do campo,sp
4273,9780,-23.71504959465715,-46.537268208377945,sao bernardo do campo,sp
4274,9781,-23.7251428867405,-46.53423288763666,sao bernardo do campo,sp
4275,9782,-23.728387803688896,-46.537073397828735,sao bernardo do campo,sp
4276,9783,-23.723041140827767,-46.529164332093046,sao bernardo do campo,sp
4277,9784,-23.71787128505165,-46.524917595869965,sao bernardo do campo,sp
4278,9785,-23.709470844712847,-46.54088179049874,sao bernardo do campo,sp
4279,9790,-23.72799221530055,-46.54284778999086,sao bernardo do campo,sp
4280,9791,-23.74086261146305,-46.53189666316326,são bernardo do campo,sp
4281,9792,-23.74451038720957,-46.54078887232144,sao bernardo do campo,sp
4282,9810,-23.719576291836965,-46.56475309248674,sao bernardo do campo,sp
4283,9811,-23.727016656204928,-46.56057269276538,sao bernardo do campo,sp
4284,9812,-23.72488504911053,-46.57041428870863,sao bernardo do campo,sp
4285,9820,-23.74089677212717,-46.55520335320264,sao bernardo do campo,sp
4286,9821,-23.75156759881336,-46.55710966033656,sao bernardo do campo,sp
4287,9822,-23.75978484673306,-46.54376717935721,sao bernardo do campo,sp
4288,9830,-23.79008690242336,-46.53776274305946,sao bernardo do campo,sp
4289,9831,-23.792495614905764,-46.540337602102205,sao bernardo do campo,sp
4290,9832,-23.77680454764223,-46.51538272042317,sao bernardo do campo,sp
4291,9834,-23.805185260686937,-46.442695089812574,sao bernardo do campo,sp
4292,9835,-23.83036988523655,-46.58709203081105,sao bernardo do campo,sp
4293,9836,-23.806881,-46.61753680716602,sao bernardo do campo,sp
4294,9837,-23.82166207004236,-46.56666202847232,sao bernardo do campo,sp
4295,9838,-23.843276192986213,-46.56423455654165,sao bernardo do campo,sp
4296,9840,-23.73782689631229,-46.57487165420059,são bernardo do campo,sp
4297,9841,-23.737476726851742,-46.57577622440744,sao bernardo do campo,sp
4298,9842,-23.753745460203827,-46.59114822278005,são bernardo do campo,sp
4299,9843,-23.770321825801567,-46.59475979127356,sao bernardo do campo,sp
4300,9844,-23.7580269311569,-46.577399402985954,sao bernardo do campo,sp
4301,9845,-23.74202763706429,-46.571903585465584,sao bernardo do campo,sp
4302,9846,-23.73513558914112,-46.57578753274095,sao bernardo do campo,sp
4303,9847,-23.75544375456408,-46.58484967316456,sao bernardo do campo,sp
4304,9850,-23.72523110437849,-46.582035021221365,sao bernardo do campo,sp
4305,9851,-23.71528473952517,-46.59045718465917,sao bernardo do campo,sp
4306,9852,-23.72924470454589,-46.59517054648574,sao bernardo do campo,sp
4307,9853,-23.738318909397083,-46.59447666790097,são bernardo do campo,sp
4308,9854,-23.75303524441393,-46.59720950762009,sao bernardo do campo,sp
4309,9855,-23.73186504769614,-46.58917398288985,sao bernardo do campo,sp
4310,9856,-23.73391506363375,-46.60524801905268,sao bernardo do campo,sp
4311,9857,-23.74738670398052,-46.616826395106855,sao bernardo do campo,sp
4312,9860,-23.70769153477817,-46.57672275248883,sao bernardo do campo,sp
4313,9861,-23.707693503963565,-46.58133168735307,sao bernardo do campo,sp
4314,9862,-23.7011531130672,-46.58292897999653,sao bernardo do campo,sp
4315,9869,-23.7226447933144,-46.57386288954881,são bernardo do campo,sp
4316,9890,-23.69476541149833,-46.568130798117934,sao bernardo do campo,sp
4317,9891,-23.68579801493024,-46.57089267384956,sao bernardo do campo,sp
4318,9892,-23.683099474120297,-46.57520551085803,sao bernardo do campo,sp
4319,9894,-23.677243371241502,-46.5764022074224,sao bernardo do campo,sp
4320,9895,-23.704427404926463,-46.57017710285872,sao bernardo do campo,sp
4321,9896,-23.7036193137157,-46.56388329504261,sao bernardo do campo,sp
4322,9910,-23.691342167014263,-46.62898847868135,diadema,sp
4323,9911,-23.689282735863,-46.61971483359875,diadema,sp
4324,9912,-23.689612630008703,-46.61559771019247,diadema,sp
4325,9913,-23.68118390492665,-46.62999141490973,diadema,sp
4326,9914,-23.69070980716748,-46.63157101184055,diadema,sp
4327,9920,-23.68166159783416,-46.62333330778583,diadema,sp
4328,9921,-23.67978713159592,-46.61283983168333,diadema,sp
4329,9930,-23.67074871593256,-46.6167119322868,diadema,sp
4330,9931,-23.66666195673885,-46.62273946952799,diadema,sp
4331,9932,-23.665255092750805,-46.61635840709584,diadema,sp
4332,9940,-23.669053626639503,-46.60371996776109,diadema,sp
4333,9941,-23.678007352881654,-46.602978251015216,diadema,sp
4334,9942,-23.68269665998369,-46.598732277794575,diadema,sp
4335,9943,-23.67193444985505,-46.60044151520682,diadema,sp
4336,9950,-23.68353661861653,-46.58651864788763,diadema,sp
4337,9951,-23.68900621837341,-46.59093312082874,diadema,sp
4338,9952,-23.69218591072084,-46.59867493483721,diadema,sp
4339,9960,-23.6952322756869,-46.597599302951416,diadema,sp
4340,9961,-23.70246541299073,-46.59605157802388,diadema,sp
4341,9962,-23.70039585614809,-46.597954546759006,diadema,sp
4342,9963,-23.70482481149776,-46.59651774485365,diadema,sp
4343,9970,-23.71869029219052,-46.61150583646395,diadema,sp
4344,9971,-23.72584838470672,-46.62134728518871,diadema,sp
4345,9972,-23.72158413382707,-46.61906436172911,diadema,sp
4346,9973,-23.7178761215656,-46.61689252670497,diadema,sp
4347,9974,-23.71892407048948,-46.612105906778126,diadema,sp
4348,9980,-23.705515019214765,-46.611480223044126,diadema,sp
4349,9981,-23.706676831947785,-46.60862798351371,diadema,sp
4350,9990,-23.696727674576167,-46.61690818671133,diadema,sp
4351,9991,-23.695093827731007,-46.61223976767646,diadema,sp
4352,9992,-23.6998935419438,-46.62342624723545,diadema,sp
4353,9993,-23.70300043852044,-46.62159647392933,diadema,sp
4354,11010,-23.933572609891648,-46.32962527759821,santos,sp
4355,11013,-23.937701640508337,-46.32599744254459,santos,sp
4356,11015,-23.95315331127147,-46.31920772096948,santos,sp
4357,11020,-23.96845614795125,-46.305470073272346,santos,sp
4358,11025,-23.970493176810965,-46.3081952911414,santos,sp
4359,11030,-23.98485830470592,-46.30206995146367,santos,sp
4360,11031,-23.93304734722135,-46.32555732001267,santos,sp
4361,11035,-23.980419737383784,-46.30448134840116,santos,sp
4362,11040,-23.97231558492791,-46.31441392365002,santos,sp
4363,11045,-23.969746244887773,-46.32193882675136,santos,sp
4364,11050,-23.957512627903707,-46.32679999074164,santos,sp
4365,11055,-23.965733873195106,-46.32872174420308,santos,sp
4366,11060,-23.962573924300305,-46.33409872636013,santos,sp
4367,11065,-23.96522724354383,-46.34358134349832,santos,sp
4368,11070,-23.95674767368625,-46.34527196911746,santos,sp
4369,11075,-23.95460047631287,-46.3377311534732,santos,sp
4370,11080,-23.94444321016796,-46.35173472578567,santos,sp
4371,11081,-23.9347458763459,-46.34297478233758,santos,sp
4372,11082,-23.938905885968538,-46.33965586314025,santos,sp
4373,11085,-23.9378287823699,-46.35659153288517,santos,sp
4374,11086,-23.94518123794564,-46.374395821719865,santos,sp
4375,11087,-23.94615662014345,-46.37916708149343,santos,sp
4376,11088,-23.94091079817134,-46.384935389282745,santos,sp
4377,11089,-23.94019291018218,-46.36943044979018,santos,sp
4378,11090,-23.937199995920544,-46.3763524828186,santos,sp
4379,11095,-23.92726582155666,-46.37847494477223,santos,sp
4380,11200,-18.43289628656969,-43.57730621812254,caruara,sp
4381,11250,-23.81839039683,-46.08062370343077,bertioga,sp
4382,11310,-23.96749612845216,-46.386454598108685,sao vicente,sp
4383,11320,-23.97008658151104,-46.37258888672385,sao vicente,sp
4384,11325,-23.986478542437634,-46.39165628538248,sao vicente,sp
4385,11330,-23.96797904515915,-46.40246140535066,sao vicente,sp
4386,11335,-23.9653649573438,-46.41205736566614,sao vicente,sp
4387,11340,-23.957720257420604,-46.4071754952537,sao vicente,sp
4388,11345,-23.988076947317097,-46.47919474051288,sao vicente,sp
4389,11346,-23.98334038739345,-46.48798773268121,sao vicente,sp
4390,11347,-23.98160481813638,-46.46564557939346,são vicente,sp
4391,11348,-23.95538674459311,-46.4557497874007,sao vicente,sp
4392,11349,-23.950464875942387,-46.457695758907946,sao vicente,sp
4393,11350,-23.944632253958385,-46.41501832165658,são vicente,sp
4394,11355,-23.9517700456528,-46.408140100784905,sao vicente,sp
4395,11360,-23.94714404114551,-46.397611808725934,sao vicente,sp
4396,11365,-23.954491630175163,-46.39512272689159,são vicente,sp
4397,11370,-23.95598042041201,-46.38161452410678,sao vicente,sp
4398,11374,-23.99016674581044,-46.47193698078344,sao vicente,sp
4399,11380,-23.95989486879724,-46.37279450084676,sao vicente,sp
4400,11390,-23.961942699024217,-46.38211637150605,sao vicente,sp
4401,11410,-23.995219204417705,-46.259723485348914,guaruja,sp
4402,11420,-24.00810177817332,-46.27200201394743,guaruja,sp
4403,11421,-24.01355135269556,-46.28257370581273,guaruja,sp
4404,11425,-23.997567056305247,-46.30320482972255,guaruja,sp
4405,11430,-23.99394356452368,-46.28488818653082,guaruja,sp
4406,11431,-23.995826199432805,-46.27873912129403,guaruja,sp
4407,11432,-23.98761401331361,-46.2703660822602,guaruja,sp
4408,11435,-23.976855419437417,-46.259849680321125,guarujá,sp
4409,11436,-23.97120839566148,-46.25152420256195,guaruja,sp
4410,11438,-23.964105436513734,-46.24706218089051,guaruja,sp
4411,11440,-23.98378690678925,-46.24074680750369,guarujá,sp
4412,11441,-23.97915587674242,-46.228265226057,guarujá,sp
4413,11442,-23.9761179149753,-46.2200384397062,guaruja,sp
4414,11443,-23.97909061255992,-46.205438402194986,guaruja,sp
4415,11444,-23.969918602246143,-46.189098374700016,guaruja,sp
4416,11445,-23.957462411803142,-46.195737175683135,guaruja,sp
4417,11446,-23.94337709211932,-46.19790613152642,guaruja,sp
4418,11449,-23.971979653258675,-46.21200279577183,guaruja,sp
4419,11450,-23.94195407899811,-46.30256477959018,guaruja,sp
4420,11451,-23.945473847773897,-46.28944883420094,guaruja,sp
4421,11453,-23.93670298267911,-46.28689951416298,guaruja,sp
4422,11454,-23.94635085661444,-46.28130667330189,guaruja,sp
4423,11460,-23.95723957086806,-46.28496710191545,guaruja,sp
4424,11461,-23.95528317943591,-46.27386492315133,guaruja,sp
4425,11462,-23.95454349753292,-46.28461276480533,guaruja,sp
4426,11463,-23.953061896804822,-46.28822351127968,guaruja,sp
4427,11470,-23.9603639962603,-46.27825012976766,guaruja,sp
4428,11471,-23.964550695667054,-46.27876856476224,guaruja,sp
4429,11472,-23.97302560385396,-46.275265502365066,guaruja,sp
4430,11473,-23.95311968425569,-46.291039381080736,guaruja,sp
4431,11495,-23.96363889580412,-46.25211614556842,guaruja,sp
4432,11497,-23.96351925,-46.24482487499999,guaruja,sp
4433,11500,-23.88021442880335,-46.41727266494471,cubatao,sp
4434,11505,-23.875381392608364,-46.42139222358542,cubatao,sp
4435,11510,-23.886268435253385,-46.424086992835605,cubatao,sp
4436,11515,-23.889904428156523,-46.42906587668357,cubatao,sp
4437,11520,-23.89517936542375,-46.42385612048428,cubatao,sp
4438,11523,-23.903016322350112,-46.424809776427686,cubatao,sp
4439,11525,-23.894811578963388,-46.42776500504658,cubatao,sp
4440,11530,-23.93096161562972,-46.40020258366111,cubatao,sp
4441,11531,-23.92080535442657,-46.40774656265185,cubatao,sp
4442,11533,-23.927947743741854,-46.40974227350017,cubatao,sp
4443,11534,-23.92009454244057,-46.42652765076223,cubatao,sp
4444,11535,-23.933647491746992,-46.43022081878949,cubatao,sp
4445,11538,-23.89913257562389,-46.43352506701299,cubatao,sp
4446,11540,-23.87442495936004,-46.4467034808632,cubatao,sp
4447,11542,-23.91247945234129,-46.46409182091168,cubatao,sp
4448,11543,-23.886093552425496,-46.44993710026694,cubatao,sp
4449,11548,-23.89338550811896,-46.41758827835936,cubatao,sp
4450,11550,-23.87824490292869,-46.42656376030944,cubatao,sp
4451,11555,-23.880914180362485,-46.45025018036249,cubatão,sp
4452,11570,-23.835696870968384,-46.37845171477952,cubatao,sp
4453,11573,-23.883457499999995,-46.4281605,cubatao,sp
4454,11600,-23.771731754447984,-45.52529592946437,sao sebastiao,sp
4455,11601,-23.7172256173205,-45.43224617919913,sao sebastiao,sp
4456,11602,-23.72691696156707,-45.42373020573834,sao sebastiao,sp
4457,11603,-23.732093991120365,-45.403250467907846,são sebastião,sp
4458,11604,-23.766663234153345,-45.4130612105246,sao sebastiao,sp
4459,11605,-23.7732050300868,-45.40602530384687,são sebastião,sp
4460,11606,-23.781267450912537,-45.40194765665171,sao sebastiao,sp
4461,11608,-23.79850343136323,-45.403391424007815,são sebastião,sp
4462,11609,-23.801617154149607,-45.40535578498677,sao sebastiao,sp
4463,11610,-23.80507569698444,-45.41324721537964,sao sebastiao,sp
4464,11611,-23.814307125001623,-45.416362481061135,são sebastião,sp
4465,11612,-23.82155150723974,-45.43303767216161,sao sebastiao,sp
4466,11614,-23.82129438377128,-45.46699817411072,são sebastião,sp
4467,11615,-23.809896492762707,-45.50874510152212,sao sebastiao,sp
4468,11617,-23.794577364040794,-45.57408243947369,sao sebastiao,sp
4469,11618,-23.78118730128756,-45.62013060008777,são sebastião,sp
4470,11619,-23.77465295529144,-45.63655372517825,sao sebastiao,sp
4471,11620,-23.79298724202204,-45.55563291618097,maresias,sp
4472,11621,-23.7742919486578,-45.674510269299255,sao sebastiao,sp
4473,11622,-23.77043797625485,-45.67994492992504,sao sebastiao,sp
4474,11623,-23.763983409474548,-45.71754581172456,sao sebastiao,sp
4475,11624,-23.75976536738612,-45.76393937474926,sao sebastiao,sp
4476,11625,-23.76410937665373,-45.78841302678546,sao sebastiao,sp
4477,11626,-23.75398145569994,-45.82081227009778,maresias,sp
4478,11628,-23.78754820266299,-45.56256968044599,sao sebastiao,sp
4479,11629,-23.758468817638647,-45.413977486604,sao sebastiao,sp
4480,11630,-23.814526222798342,-45.36872586432739,ilhabela,sp
4481,11660,-23.62280893623356,-45.41413597858686,caraguatatuba,sp
4482,11661,-23.62113045883141,-45.39902993702429,caraguatatuba,sp
4483,11662,-23.62293340839172,-45.38516861685006,caraguatatuba,sp
4484,11663,-23.61820634075189,-45.3866064536286,caraguatatuba,sp
4485,11664,-23.61317098576169,-45.3929749437433,caraguatatuba,sp
4486,11665,-23.635063933488105,-45.42502182165966,caraguatatuba,sp
4487,11666,-23.66620013216896,-45.43696061685797,caraguatatuba,sp
4488,11667,-23.68604017784386,-45.436779331088815,caraguatatuba,sp
4489,11668,-23.70982015879929,-45.440673750140895,caraguatatuba,sp
4490,11669,-23.69765729670045,-45.444103062845926,caraguatatuba,sp
4491,11670,-23.684927767588466,-45.44318995498896,caraguatatuba,sp
4492,11671,-23.67398268920312,-45.443431675164,caraguatatuba,sp
4493,11672,-23.65819966445928,-45.43870076576373,caraguatatuba,sp
4494,11673,-23.63759173027465,-45.43653965834331,caraguatatuba,sp
4495,11674,-23.629055643177534,-45.43371185336911,caraguatatuba,sp
4496,11675,-23.613610820929747,-45.42767671982126,caraguatatuba,sp
4497,11676,-23.604520431800804,-45.35738615822736,caraguatatuba,sp
4498,11677,-23.58116600992012,-45.33489099090811,caraguatatuba,sp
4499,11678,-23.66299692575556,-45.447231875515854,caraguatatuba,sp
4500,11679,-23.593375747337287,-45.3368484316056,caraguatatuba,sp
4501,11680,-23.452929299956928,-45.09321940852848,ubatuba,sp
4502,11700,-24.01038369810231,-46.40627700615772,praia grande,sp
4503,11701,-24.00892314920889,-46.41912533835565,praia grande,sp
4504,11702,-24.014394674314207,-46.43835831981763,praia grande,sp
4505,11703,-24.020432382666986,-46.45996058132934,praia grande,sp
4506,11704,-24.026525667888205,-46.47823694263504,praia grande,sp
4507,11705,-24.03661708098261,-46.50486334481665,praia grande,sp
4508,11706,-24.047332489747543,-46.525443189675045,praia grande,sp
4509,11707,-24.05456065295481,-46.54209119059632,praia grande,sp
4510,11708,-24.067888805103607,-46.56761786544669,praia grande,sp
4511,11709,-24.078626536796136,-46.58934286638432,praia grande,sp
4512,11710,-24.076452551306858,-46.5936137728502,praia grande,sp
4513,11711,-24.0471010815896,-46.53461369889023,praia grande,sp
4514,11712,-24.035800350309216,-46.53027244443792,praia grande,sp
4515,11713,-24.03084714756007,-46.52264892986977,praia grande,sp
4516,11714,-24.02534984500072,-46.51176250213163,praia grande,sp
4517,11717,-24.02276794977201,-46.49706890744068,praia grande,sp
4518,11718,-24.016285702089217,-46.4820215571344,praia grande,sp
4519,11719,-24.014996228034303,-46.46602520017626,praia grande,sp
4520,11720,-24.008341755064745,-46.45929254716721,praia grande,sp
4521,11721,-24.01099656908716,-46.45219165211514,praia grande,sp
4522,11722,-24.00149990039985,-46.4498635167305,praia grande,sp
4523,11723,-24.005082885034327,-46.44924029793916,praia grande,sp
4524,11724,-24.00472589896189,-46.43774006434078,praia grande,sp
4525,11725,-23.99742100393031,-46.42279317244965,praia grande,sp
4526,11726,-23.995386726582755,-46.40809242491813,praia grande,sp
4527,11730,-24.11189555747921,-46.6654374217682,mongagua,sp
4528,11740,-24.18271029899566,-46.80183859998844,itanhaem,sp
4529,11750,-24.30309880267998,-46.98704897913631,peruibe,sp
4530,11760,-24.290642394425944,-47.16435022447119,itariri,sp
4531,11770,-24.303711041917182,-47.06606866478016,ana dias,sp
4532,11790,-24.279033957085804,-47.235761825825534,pedro de toledo,sp
4533,11800,-24.31662538547176,-47.63474553747516,juquia,sp
4534,11850,-24.27876853096373,-47.44974510482228,miracatu,sp
4535,11900,-24.498837779550897,-47.84616128650988,registro,sp
4536,11910,-24.385497130331405,-47.92805608893468,sete barras,sp
4537,11920,-24.704619558438885,-47.55535990452377,iguape,sp
4538,11925,-24.74792044049036,-47.556163577110816,ilha comprida,sp
4539,11930,-24.715275336616124,-47.88138462884032,pariquera-acu,sp
4540,11940,-24.701831240017185,-48.00518422912897,jacupiranga,sp
4541,11950,-24.72819885032075,-48.1128044045457,cajati,sp
4542,11955,-24.778404880119687,-48.49975225264679,barra do turvo,sp
4543,11960,-24.52279882421583,-48.10802251113439,eldorado,sp
4544,11990,-25.009292746688903,-47.93195710361432,cananéia,sp
4545,12010,-23.032505379277787,-45.5594381761617,taubate,sp
4546,12020,-23.02428090518156,-45.55908211584209,taubate,sp
4547,12030,-23.032142161173525,-45.57046127271817,taubate,sp
4548,12031,-23.03953616627656,-45.58107022035314,taubate,sp
4549,12032,-23.042432206324506,-45.5919731250304,taubate,sp
4550,12040,-23.02980736106754,-45.58990903449013,taubate,sp
4551,12041,-23.027766508413336,-45.578564280368944,taubaté,sp
4552,12042,-23.03972972608239,-45.61000237675928,taubate,sp
4553,12043,-23.02783030149171,-45.62099077394347,taubate,sp
4554,12045,-23.049161647213648,-45.62963630122945,taubate,sp
4555,12050,-23.01997035777431,-45.57156916139429,taubate,sp
4556,12051,-23.01200874342929,-45.585652014090726,taubate,sp
4557,12052,-23.00941760046388,-45.56793059262498,taubate,sp
4558,12053,-23.005570806176625,-45.57546302746438,taubate,sp
4559,12054,-23.02304501091833,-45.57946618420254,taubaté,sp
4560,12060,-23.01480742988809,-45.55899719867828,taubate,sp
