geolocation_id,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1847,4213,-23.592504115039187,-46.60240268369205,sao paulo,SP
1848,4214,-23.594588838361336,-46.5993981082386,sao paulo,SP
1849,4215,-23.595641020616696,-46.60115627007072,são paulo,SP
1850,4216,-23.596691922335097,-46.600517415347056,são paulo,SP
1851,4217,-23.5992321833992,-46.59764015981752,sao paulo,SP
1852,4218,-23.606145102513928,-46.60149470431425,sao paulo,SP
1853,4220,-23.59713456063749,-46.58726637617091,são paulo,SP
1854,4221,-23.594095655386685,-46.594655527593055,sao paulo,SP
1855,4222,-23.59851913872316,-46.58897640156412,sao paulo,SP
1856,4223,-23.599274425505687,-46.5900169680376,sao paulo,SP
1857,4224,-23.597292747278164,-46.59415515418792,sao paulo,SP
1858,4225,-23.602433331647315,-46.58976225909333,sao paulo,SP
1859,4229,-23.606296575076456,-46.59298349278662,sao paulo,SP
1860,4230,-23.60545856528855,-46.59200607685887,sao paulo,SP
1861,4231,-23.606089943326268,-46.595975346003286,sao paulo,SP
1862,4232,-23.61332949832364,-46.594930375911936,sao paulo,SP
1863,4233,-23.549843867605315,-46.55791079102141,sao paulo,SP
1864,4235,-23.61301964942899,-46.59179479207139,sao paulo,SP
1865,4236,-23.60716275815288,-46.588788873955465,sao paulo,SP
1866,4239,-23.623294216167057,-46.583018818046384,sao paulo,SP
1867,4240,-23.6202207357376,-46.5855234962182,sao paulo,SP
1868,4241,-23.623100260306163,-46.58847768799368,sao paulo,SP
1869,4242,-23.62634036231842,-46.58868893522081,são paulo,SP
1870,4243,-23.625807260665145,-46.58637622896058,sao paulo,SP
1871,4244,-23.6290878110361,-46.58759158430273,sao paulo,SP
1872,4246,-23.62193184161367,-46.59871351080223,sao paulo,SP
1873,4247,-23.621446538690183,-46.59840783857171,sao paulo,SP
1874,4248,-23.6127344506858,-46.5981341831308,sao paulo,SP
1875,4249,-23.616348584304056,-46.59888838229472,sao paulo,SP
1876,4250,-23.620422385707208,-46.5988656693112,sao paulo,SP
1877,4251,-23.62577000944561,-46.59703636643912,sao paulo,SP
1878,4252,-23.613603985246755,-46.598007140345565,sao paulo,SP
1879,4253,-23.617066889638064,-46.59652930647008,sao paulo,SP
1880,4254,-23.618627095261704,-46.594262798360994,sao paulo,SP
1881,4255,-23.62360098462035,-46.59315292295778,sao paulo,SP
1882,4256,-23.62957142052887,-46.59150671724376,sao paulo,SP
1883,4257,-23.633453855673807,-46.5904060145686,sao paulo,SP
1884,4258,-23.634780995705007,-46.58848972642822,sao paulo,SP
1885,4260,-23.583138538437638,-46.61493278128378,são paulo,SP
1886,4261,-23.582734915185867,-46.61206211316414,sao paulo,SP
1887,4262,-23.598885134353115,-46.60964961364675,sao paulo,SP
1888,4263,-23.584596856109226,-46.61053786431246,sao paulo,SP
1889,4264,-23.584878587470783,-46.61406872908836,sao paulo,SP
1890,4265,-23.58735360067015,-46.61525833895386,são paulo,SP
1891,4266,-23.590094110409527,-46.60990210167488,sao paulo,SP
1892,4267,-23.598832907301777,-46.609852476405145,sao paulo,SP
1893,4268,-23.59513766726221,-46.60857284597207,sao paulo,SP
1894,4269,-23.59835055769763,-46.61245522550356,sao paulo,SP
1895,4270,-23.591459186919497,-46.61394648682921,sao paulo,SP
1896,4271,-23.58930459130797,-46.61696050229983,sao paulo,SP
1897,4272,-23.60537881954436,-46.61387919950284,sao paulo,SP
1898,4273,-23.607472654074435,-46.61169911578988,sao paulo,SP
1899,4274,-23.59115413482971,-46.61714577997248,sao paulo,SP
1900,4275,-23.59383917278593,-46.61645866896797,sao paulo,SP
1901,4276,-23.60131700883481,-46.61400637002964,são paulo,SP
1902,4277,-23.6013102472836,-46.612151882675725,sao paulo,SP
1903,4278,-23.60185598318482,-46.60890962544776,sao paulo,SP
1904,4279,-23.60072893207739,-46.60538260065287,sao paulo,SP
1905,4280,-23.60535071836208,-46.60696250667714,sao paulo,SP
1906,4281,-23.606213117621078,-46.60917170458759,sao paulo,SP
1907,4282,-23.60757558518243,-46.6110402975776,sao paulo,SP
1908,4283,-23.60933070666041,-46.60442789137765,sao paulo,SP
1909,4284,-23.607881903210984,-46.60194103687584,sao paulo,SP
1910,4285,-23.61317968106886,-46.60311235812508,sao paulo,SP
1911,4286,-23.613247856897967,-46.60333320417951,sao paulo,SP
1912,4287,-23.6076043305586,-46.60584957722605,sao paulo,SP
1913,4288,-23.6105658135382,-46.61237820566994,sao paulo,SP
1914,4289,-23.6081149726986,-46.61562812922609,sao paulo,SP
1915,4290,-23.613635995908155,-46.611713421610645,sao paulo,SP
1916,4291,-23.61728693286062,-46.61295461602428,sao paulo,SP
1917,4292,-23.617069178247437,-46.61171689232295,sao paulo,SP
1918,4293,-23.62139048055932,-46.61597395073291,sao paulo,SP
1919,4294,-23.620633738612693,-46.606373758253945,são paulo,SP
1920,4295,-23.621979256378232,-46.60466783801021,sao paulo,SP
1921,4296,-23.621197888443756,-46.60394747117316,sao paulo,SP
1922,4297,-23.628066452900686,-46.60230241313098,sao paulo,SP
1923,4298,-23.627234730717813,-46.600277532704105,sao paulo,SP
1924,4301,-23.62477552188192,-46.63352225416763,sao paulo,SP
1925,4302,-23.621975084279143,-46.636789523657406,sao paulo,SP
1926,4303,-23.62409840533413,-46.637519164297096,sao paulo,SP
1927,4304,-23.627064454143635,-46.63665166742413,sao paulo,SP
1928,4305,-23.628528928652067,-46.63546920936279,sao paulo,SP
1929,4306,-23.63124778046942,-46.63667644043581,sao paulo,SP
1930,4307,-23.62367946712017,-46.63685006584126,sao paulo,SP
1931,4308,-23.64469270250134,-46.63956724813834,sao paulo,SP
1932,4309,-23.642553937089005,-46.64108914963232,são paulo,SP
1933,4310,-23.63246781426865,-46.64041103217348,sao paulo,SP
1934,4311,-23.63321068793269,-46.63827669792675,sao paulo,SP
1935,4312,-23.632430657617466,-46.6309192883278,sao paulo,SP
1936,4313,-23.63728348822799,-46.63800500644551,sao paulo,SP
1937,4314,-23.63578602332596,-46.63551611224559,sao paulo,SP
1938,4315,-23.635735432494883,-46.6286711676003,são paulo,SP
1939,4316,-23.639216252850225,-46.63526996721421,são paulo,SP
1940,4317,-23.64174670210713,-46.63282615001185,são paulo,SP
1941,4318,-23.64484447782769,-46.63654602110391,são paulo,SP
1942,4319,-23.647404304203995,-46.63657001303734,sao paulo,SP
1943,4320,-23.648828562764862,-46.63625757841236,sao paulo,SP
1944,4321,-23.647259845532545,-46.64389259663128,sao paulo,SP
1945,4323,-23.653741396955564,-46.63944436320993,sao paulo,SP
1946,4324,-23.65438920639622,-46.637110843335314,são paulo,SP
1947,4325,-23.66274711107716,-46.63647704768427,sao paulo,SP
1948,4326,-23.65743718615609,-46.635366726849554,sao paulo,SP
1949,4327,-23.66300961631076,-46.63292179533945,sao paulo,SP
1950,4328,-23.66466565739836,-46.635894509710695,sao paulo,SP
1951,4330,-23.65595818086348,-46.64681658194267,são paulo,SP
1952,4331,-23.65774562321649,-46.64909760520888,sao paulo,SP
1953,4332,-23.659124756036807,-46.64907258220629,sao paulo,SP
1954,4333,-23.661120310425662,-46.64460462290022,sao paulo,SP
1955,4334,-23.65726368662629,-46.63880330046545,são paulo,SP
1956,4335,-23.663454010380075,-46.639799203902776,sao paulo,SP
1957,4336,-23.665304121176845,-46.64447857501559,sao paulo,SP
1958,4337,-23.66493768921571,-46.64716725987307,sao paulo,SP
1959,4338,-23.66981670950921,-46.64608304643848,sao paulo,SP
1960,4339,-23.667456220235756,-46.64104518782228,sao paulo,SP
1961,4340,-23.667850594534706,-46.6404343165684,sao paulo,SP
1962,4342,-23.63520931747778,-46.65058314523511,são paulo,SP
1963,4343,-23.635476291236326,-46.645933467803154,sao paulo,SP
1964,4344,-23.637051252257542,-46.64894162237949,sao paulo,SP
1965,4345,-23.64029780344236,-46.6435274785783,sao paulo,SP
1966,4346,-23.640560822452837,-46.65306653877791,sao paulo,SP
1967,4347,-23.642586913119104,-46.647974060797154,sao paulo,SP
1968,4348,-23.64502318074369,-46.65024449739957,sao paulo,SP
1969,4349,-23.64872124022943,-46.6467557256446,são paulo,SP
1970,4350,-23.644926388991472,-46.6528299557697,sao paulo,SP
1971,4351,-23.645561722717613,-46.65428266690153,são paulo,SP
1972,4355,-23.63374699109553,-46.657752761150704,são paulo,SP
1973,4356,-23.63670146816877,-46.65943215071563,sao paulo,SP
1974,4357,-23.63603622081005,-46.65471602214153,sao paulo,SP
1975,4358,-23.63970500273027,-46.656886418902445,sao paulo,SP
1976,4359,-23.639954709906213,-46.65450279701998,sao paulo,SP
1977,4360,-23.640036256150196,-46.66328463779025,sao paulo,SP
1978,4361,-23.64352701824689,-46.66280936272233,sao paulo,SP
1979,4362,-23.64534785795394,-46.66896311863847,sao paulo,SP
1980,4363,-23.646504679681733,-46.66622567766505,sao paulo,SP
1981,4364,-23.650228061106283,-46.67081335868612,sao paulo,SP
1982,4365,-23.671616354938894,-46.64862369446783,sao paulo,SP
1983,4366,-23.673566314986044,-46.64687767536627,sao paulo,SP
1984,4367,-23.651458409656648,-46.66726499000772,são paulo,SP
1985,4368,-23.65444210000163,-46.6662280643355,sao paulo,SP
1986,4369,-23.65490382173377,-46.66314550420735,são paulo,SP
1987,4370,-23.649038406328103,-46.66156190557927,sao paulo,SP
1988,4371,-23.648347072680878,-46.65839596364767,sao paulo,SP
1989,4372,-23.648544163014535,-46.65715849830985,sao paulo,SP
1990,4373,-23.652263179406656,-46.65753254034465,são paulo,SP
1991,4374,-23.651937045687344,-46.656416300511445,sao paulo,SP
1992,4375,-23.654543405330923,-46.65721519898656,são paulo,SP
1993,4376,-23.65332484601465,-46.65594053949872,sao paulo,SP
1994,4377,-23.653942134806968,-46.65181790333149,sao paulo,SP
1995,4378,-23.649632268343144,-46.66066470778875,sao paulo,SP
1996,4379,-23.656726352085453,-46.6564978079358,sao paulo,SP
1997,4381,-23.65545789839169,-46.66610431726481,sao paulo,SP
1998,4382,-23.658065909095416,-46.66374296449128,sao paulo,SP
1999,4383,-23.658692857165168,-46.66049408948232,sao paulo,SP
2000,4384,-23.66032921621654,-46.65986532398569,sao paulo,SP
2001,4385,-23.664765179423775,-46.657095998617024,são paulo,SP
2002,4386,-23.66356705570333,-46.65517373069147,sao paulo,SP
2003,4387,-23.663013264029072,-46.65103533867243,sao paulo,SP
2004,4401,-23.666929519378087,-46.66490984847022,sao paulo,SP
2005,4402,-23.66689153293581,-46.66276156638343,sao paulo,SP
2006,4403,-23.670543920073367,-46.66105567584753,sao paulo,SP
2007,4404,-23.669064042303862,-46.65823980023195,sao paulo,SP
2008,4405,-23.673455391312075,-46.65646297517912,sao paulo,SP
2009,4406,-23.670553696506342,-46.6541967441473,sao paulo,SP
2010,4407,-23.67125472883923,-46.65130554723837,sao paulo,SP
2011,4408,-23.67369606962341,-46.65057311418512,sao paulo,SP
2012,4409,-23.676437808787217,-46.65133303577999,sao paulo,SP
2013,4410,-23.68023857052899,-46.64864010581704,sao paulo,SP
2014,4411,-23.67802832396726,-46.64439528336303,sao paulo,SP
2015,4412,-23.67505922393082,-46.64554024043913,sao paulo,SP
2016,4413,-23.67058024286923,-46.63809339883779,sao paulo,SP
2017,4414,-23.66807806719378,-46.63864016338216,sao paulo,SP
2018,4415,-23.67394858777797,-46.63675212074895,sao paulo,SP
2019,4416,-23.676960817794917,-46.63848809147062,sao paulo,SP
2020,4417,-23.679802032337243,-46.634136347755934,sao paulo,SP
2021,4419,-23.68246489607092,-46.6410659891323,sao paulo,SP
2022,4421,-23.69022793376611,-46.63953173003591,sao paulo,SP
2023,4423,-23.6861874554883,-46.634439642878,sao paulo,SP
2024,4424,-23.68736615396162,-46.64044939164154,sao paulo,SP
2025,4425,-23.68133205395593,-46.64390719645558,sao paulo,SP
2026,4426,-23.681603950733574,-46.6447862133648,sao paulo,SP
2027,4427,-23.680525236817456,-46.65285152264628,sao paulo,SP
2028,4428,-23.68046350130337,-46.654924199929845,sao paulo,SP
2029,4429,-23.679204016042892,-46.66141474466489,são paulo,SP
2030,4430,-23.681046931429325,-46.64315747307943,sao paulo,SP
2031,4431,-23.68821307718558,-46.65518357438837,são paulo,SP
2032,4432,-23.68279506327293,-46.66096268820594,sao paulo,SP
2033,4433,-23.68140502897413,-46.65688688768331,sao paulo,SP
2034,4434,-23.683137667931977,-46.66679869299973,sao paulo,SP
2035,4436,-23.671006935005405,-46.672578178383525,sao paulo,SP
2036,4437,-23.67044943444177,-46.6758849533005,sao paulo,SP
2037,4438,-23.676569848880813,-46.66989690432332,sao paulo,SP
2038,4439,-23.67958172072744,-46.66798262113861,sao paulo,SP
2039,4444,-23.688811861456063,-46.68796318321901,sao paulo,SP
2040,4445,-23.6831997048296,-46.68526592421875,sao paulo,SP
2041,4446,-23.68697155974365,-46.684268266741256,sao paulo,SP
2042,4447,-23.689349532967487,-46.67905904490648,sao paulo,SP
2043,4448,-23.750898087249457,-46.70457604995271,sao paulo,SP
2044,4455,-23.680396491949327,-46.67922669623794,sao paulo,SP
2045,4456,-23.685732516732607,-46.67796462779876,sao paulo,SP
2046,4457,-23.68974453406148,-46.67558611503699,são paulo,SP
2047,4458,-23.6883121693803,-46.67290291529101,sao paulo,SP
2048,4459,-23.69298727844507,-46.67221439367841,sao paulo,SP
2049,4460,-23.69165111898833,-46.67424572831125,sao paulo,SP
2050,4461,-23.69118300968993,-46.67958429464096,sao paulo,SP
2051,4462,-23.694526108967484,-46.66553702130351,sao paulo,SP
2052,4463,-23.69516541473948,-46.66204201805178,sao paulo,SP
2053,4464,-23.697327234370857,-46.65788329245735,são paulo,SP
2054,4466,-23.684479126186545,-46.646806057023056,são paulo,SP
2055,4467,-23.68637209909093,-46.64835971525076,sao paulo,SP
2056,4468,-23.69142822981209,-46.66450458777373,sao paulo,SP
2057,4469,-23.692611879440417,-46.668130347430896,sao paulo,SP
2058,4470,-23.712240022751917,-46.65429233001422,sao paulo,SP
2059,4472,-23.646235094364453,-46.5847403003108,sao paulo,SP
2060,4473,-23.70177578153429,-46.65125778746342,são paulo,SP
2061,4474,-23.687550598311372,-46.637114884922845,sao paulo,SP
2062,4475,-23.70099889144004,-46.63498700536476,sao paulo,SP
2063,4476,-23.707230333178344,-46.62492750473099,sao paulo,SP
2064,4477,-23.71683790467639,-46.63884569565847,sao paulo,SP
2065,4479,-23.660234310548965,-46.720390214236446,sao paulo,SP
2066,4501,-23.589041319136143,-46.66304475295132,sao paulo,SP
2067,4502,-23.584825257710357,-46.66329246747442,são paulo,SP
2068,4503,-23.583518010516418,-46.66697211332115,sao paulo,SP
2069,4504,-23.584718362071666,-46.66567324634351,sao paulo,SP
2070,4505,-23.59464098522388,-46.67301776450618,sao paulo,SP
2071,4506,-23.593221441898947,-46.67273270444528,sao paulo,SP
2072,4507,-23.587187931115963,-46.668105883238354,sao paulo,SP
2073,4508,-23.58941316805441,-46.66942376820583,sao paulo,SP
2074,4509,-23.591274547225453,-46.67043121247023,sao paulo,SP
2075,4510,-23.59361490795346,-46.67016686873296,sao paulo,SP
2076,4511,-23.59585803575496,-46.66888854263692,sao paulo,SP
2077,4512,-23.59726522454868,-46.66825430003385,são paulo,SP
2078,4513,-23.596983265499667,-46.67052961664567,são paulo,SP
2079,4514,-23.600788676457864,-46.67137818658837,são paulo,SP
2080,4515,-23.60161922053799,-46.66615719260359,são paulo,SP
2081,4516,-23.60474408402971,-46.669288711338574,sao paulo,SP
2082,4517,-23.60596688276584,-46.67340883041143,sao paulo,SP
2083,4518,-23.609083762267154,-46.67419941730324,sao paulo,SP
2084,4520,-23.601190973796925,-46.66750945215559,são paulo,SP
2085,4521,-23.686691975728436,-46.66485785553794,sao paulo,SP
2086,4522,-23.59822835666077,-46.66241093510209,sao paulo,SP
2087,4523,-23.603725702261563,-46.66684160844491,sao paulo,SP
2088,4524,-23.60511571545259,-46.66570859710608,sao paulo,SP
2089,4530,-23.581664346279062,-46.673090513358254,sao paulo,SP
2090,4531,-23.581695843051765,-46.67705269490649,sao paulo,SP
2091,4532,-23.58374451317806,-46.6747180313227,sao paulo,SP
2092,4533,-23.584344043487175,-46.67837486389917,sao paulo,SP
2093,4534,-23.584221095155648,-46.67405282915946,sao paulo,SP
2094,4535,-23.590008404889527,-46.67555610804616,sao paulo,SP
2095,4536,-23.58202339488089,-46.680628005426776,sao paulo,SP
2096,4537,-23.593127930787567,-46.67676098288305,sao paulo,SP
2097,4538,-23.589279214292457,-46.681385300229394,sao paulo,SP
2098,4542,-23.58725130580715,-46.67919575756999,sao paulo,SP
2099,4543,-23.589487918494665,-46.68100070686952,sao paulo,SP
2100,4544,-23.591582829320107,-46.67760011308458,sao paulo,SP
2101,4545,-23.595926505405902,-46.67558950596611,sao paulo,SP
2102,4546,-23.59792729959545,-46.67991973244728,sao paulo,SP
2103,4547,-23.597787481892404,-46.68397116792925,sao paulo,SP
2104,4548,-23.59954352753761,-46.68276804152073,sao paulo,SP
2105,4549,-23.601966289229026,-46.67739208345249,sao paulo,SP
2106,4550,-23.60197394512295,-46.67991676821996,sao paulo,SP
2107,4551,-23.594701546336665,-46.68729881009804,sao paulo,SP
2108,4552,-23.593406680948608,-46.6857212639924,sao paulo,SP
2109,4553,-23.60197217355608,-46.68367220105464,sao paulo,SP
2110,4555,-23.61393596437661,-46.678969021551126,sao paulo,SP
2111,4556,-23.613278856853583,-46.67865970572656,sao paulo,SP
2112,4557,-23.60298171671886,-46.6833381488449,sao paulo,SP
2113,4558,-23.60219596125753,-46.686347486241566,sao paulo,SP
2114,4559,-23.61464444495384,-46.6814047483,são paulo,SP
2115,4560,-23.611756184111968,-46.68171262561139,sao paulo,SP
2116,4561,-23.60853669105205,-46.68565734510869,sao paulo,SP
2117,4562,-23.6102572415798,-46.68710161819633,sao paulo,SP
2118,4563,-23.610942393251094,-46.68659354600935,são paulo,SP
2119,4564,-23.613023583846296,-46.68482314602869,são paulo,SP
2120,4565,-23.61109328786772,-46.68960089270385,são paulo,SP
2121,4566,-23.61377563472155,-46.68617107125712,sao paulo,SP
2122,4567,-23.61325802216497,-46.68995373230165,sao paulo,SP
2123,4568,-23.61203911807735,-46.6879798071846,são paulo,SP
2124,4569,-23.606814609417057,-46.6892159563453,são paulo,SP
2125,4570,-23.60189036207672,-46.6895822872706,sao paulo,SP
2126,4571,-23.6047804796032,-46.69355855742373,sao paulo,SP
2127,4575,-23.60842276123356,-46.69438747369207,são paulo,SP
2128,4576,-23.61572424528012,-46.68903434080062,sao paulo,SP
2129,4578,-23.607634203985256,-46.69725157554869,são paulo,SP
2130,4580,-23.619946477821376,-46.68505249680834,sao paulo,SP
2131,4581,-23.61972877835228,-46.68336127730955,sao paulo,SP
2132,4582,-23.619869726054205,-46.68929970606768,são paulo,SP
2133,4583,-23.61860003122178,-46.69670651176469,são paulo,SP
2134,4601,-23.61966772517476,-46.68171694871523,sao paulo,SP
2135,4602,-23.622332972865337,-46.68144846125938,sao paulo,SP
2136,4603,-23.622060740058195,-46.68021757154078,são paulo,SP
2137,4604,-23.6226981700655,-46.68007510658322,sao paulo,SP
2138,4605,-23.61964671515011,-46.67572233629379,sao paulo,SP
2139,4606,-23.620770791153813,-46.67516918760097,são paulo,SP
2140,4607,-23.621110481467223,-46.67412059873857,sao paulo,SP
2141,4608,-23.624124956240586,-46.67436074338665,sao paulo,SP
2142,4609,-23.622678982282665,-46.67376195719343,sao paulo,SP
2143,4610,-23.62482878298417,-46.67235004072565,sao paulo,SP
2144,4611,-23.62466152303214,-46.67145341563735,sao paulo,SP
2145,4612,-23.6222589230716,-46.66355613340106,sao paulo,SP
2146,4613,-23.618896001391462,-46.66765351402123,são paulo,SP
2147,4614,-23.61702547689304,-46.67223884475592,sao paulo,SP
2148,4615,-23.62310189768392,-46.66749536437599,sao paulo,SP
2149,4616,-23.619660625482595,-46.67326589214815,sao paulo,SP
2150,4617,-23.623192092745526,-46.66990311336905,sao paulo,SP
2151,4618,-23.62087560710147,-46.6759069923895,sao paulo,SP
2152,4619,-23.623509079362613,-46.6758083805412,sao paulo,SP
2153,4620,-23.62680348967349,-46.67493464165545,sao paulo,SP
2154,4621,-23.62704499971125,-46.68041580684911,sao paulo,SP
2155,4622,-23.629180636987364,-46.68040488730149,são paulo,SP
2156,4623,-23.636249561856214,-46.674963142950894,sao paulo,SP
2157,4624,-23.628086721215887,-46.669090179158125,sao paulo,SP
2158,4625,-23.628268991295883,-46.66595672106171,sao paulo,SP
2159,4626,-23.634734731757373,-46.66897040805662,sao paulo,SP
2160,4627,-23.634666975437064,-46.67103410699287,sao paulo,SP
2161,4630,-23.632605973214297,-46.66300553894178,sao paulo,SP
2162,4631,-23.631735764965565,-46.66409775600261,são paulo,SP
2163,4632,-23.63232925414811,-46.66616756060892,sao paulo,SP
2164,4633,-23.63412218559662,-46.665021714847775,são paulo,SP
2165,4634,-23.6385851265951,-46.667548185930094,sao paulo,SP
2166,4635,-23.64101529423475,-46.67052669980034,sao paulo,SP
2167,4636,-23.637836961836488,-46.67758117619221,sao paulo,SP
2168,4637,-23.63119637022625,-46.68138927288377,são paulo,SP
2169,4638,-23.63199928749665,-46.68514319703575,sao paulo,SP
2170,4639,-23.63619066893595,-46.68529719024093,sao paulo,SP
2171,4640,-23.63184412773601,-46.68165304366807,são paulo,SP
2172,4641,-23.63557467017113,-46.68518366825551,são paulo,SP
2173,4642,-23.64128274956675,-46.68714216251396,são paulo,SP
2174,4643,-23.64590929459376,-46.68378274055061,sao paulo,SP
2175,4644,-23.639146618378792,-46.6721995695659,sao paulo,SP
2176,4645,-23.646572127714883,-46.67903571684548,sao paulo,SP
2177,4646,-23.642526245083843,-46.675998743881244,sao paulo,SP
2178,4647,-23.64770631326633,-46.67720935883452,sao paulo,SP
2179,4648,-23.650062986791102,-46.67412973178276,sao paulo,SP
2180,4649,-23.64235682923947,-46.65733328876023,são paulo,SP
2181,4650,-23.65785084194692,-46.676925083929255,sao paulo,SP
2182,4651,-23.65829536751668,-46.67092418180171,sao paulo,SP
2183,4652,-23.662668780583942,-46.66804755169987,sao paulo,SP
2184,4653,-23.6638797483433,-46.67473819236445,sao paulo,SP
2185,4654,-23.6604028523522,-46.6764813449615,sao paulo,SP
2186,4655,-23.663471694776256,-46.6720253765515,sao paulo,SP
2187,4657,-23.667974839248064,-46.67377385938189,sao paulo,SP
2188,4658,-23.66795785357594,-46.66730028226094,são paulo,SP
2189,4660,-23.66505871113801,-46.67951914303716,sao paulo,SP
2190,4661,-23.67431727995172,-46.68420969706395,são paulo,SP
2191,4662,-23.65506844042762,-46.69202773202241,sao paulo,SP
2192,4663,-23.653237847356667,-46.68351999539865,são paulo,SP
2193,4664,-23.65682321337434,-46.68326926391384,sao paulo,SP
2194,4671,-23.65880874449394,-46.69183549279,sao paulo,SP
2195,4672,-23.660951020776388,-46.6991896587543,sao paulo,SP
2196,4673,-23.663997419551805,-46.69479200585514,sao paulo,SP
2197,4674,-23.663855154832145,-46.6857921780803,sao paulo,SP
2198,4675,-23.664977542231945,-46.690930028196576,sao paulo,SP
2199,4676,-23.66195544386419,-46.67883554435079,são paulo,SP
2200,4677,-23.66769305532097,-46.68238638618087,sao paulo,SP
2201,4678,-23.66772436432226,-46.68029355046341,sao paulo,SP
2202,4679,-23.674279253457225,-46.68190697391393,sao paulo,SP
2203,4685,-23.663211322410454,-46.693516169598965,sao paulo,SP
2204,4686,-23.665408912284843,-46.69077118147836,sao paulo,SP
2205,4688,-23.666313967923298,-46.69165318565905,são paulo,SP
2206,4689,-23.670245618667245,-46.69111303986106,sao paulo,SP
2207,4690,-23.673314396116023,-46.69287526590284,sao paulo,SP
2208,4691,-23.67464846189853,-46.690182994705,sao paulo,SP
2209,4692,-23.674558178481764,-46.68678248745592,sao paulo,SP
2210,4693,-23.67965711039978,-46.69141448992611,sao paulo,SP
2211,4696,-23.669413859519103,-46.70246251262525,sao paulo,SP
2212,4701,-23.637794462667365,-46.69640108049751,sao paulo,SP
2213,4702,-23.633979466756944,-46.69363721653133,sao paulo,SP
2214,4703,-23.620927664310518,-46.69123260156656,são paulo,SP
2215,4704,-23.62350835781651,-46.688288237330106,sao paulo,SP
2216,4705,-23.62153084917629,-46.69518819682693,sao paulo,SP
2217,4707,-23.624988625614023,-46.69337339053362,sao paulo,SP
2218,4708,-23.62940761634312,-46.69212962368638,são paulo,SP
2219,4709,-23.62948498874614,-46.69568015837471,são paulo,SP
2220,4710,-23.62775426310921,-46.695719848906464,sao paulo,SP
2221,4711,-23.627289256892848,-46.70094897060515,são paulo,SP
2222,4713,-23.629653166642026,-46.70170376038393,são paulo,SP
2223,4714,-23.631834846536943,-46.70032625979074,são paulo,SP
2224,4715,-23.63198070195784,-46.70135123576615,são paulo,SP
2225,4716,-23.63187200830407,-46.70380802650084,são paulo,SP
2226,4717,-23.63143155078634,-46.70542363002858,sao paulo,SP
2227,4718,-23.632144873490837,-46.70377183131555,sao paulo,SP
2228,4719,-23.632941446215064,-46.706958480610986,sao paulo,SP
2229,4720,-23.636250681980503,-46.7030915221507,são paulo,SP
2230,4721,-23.640938532857653,-46.70038236242907,sao paulo,SP
2231,4722,-23.6407301675645,-46.7038747730644,sao paulo,SP
2232,4723,-23.645312597007948,-46.71324287982179,são paulo,SP
2233,4724,-23.645369695162437,-46.7122027604303,sao paulo,SP
2234,4725,-23.64359257717361,-46.70501208904926,sao paulo,SP
2235,4726,-23.636027323303832,-46.71300250099039,sao paulo,SP
2236,4727,-23.642437567791237,-46.714068965163655,sao paulo,SP
2237,4728,-23.63940816192483,-46.71450000855016,sao paulo,SP
2238,4729,-23.63767683448491,-46.71726187776406,são paulo,SP
2239,4730,-23.64197945895006,-46.72026556609568,sao paulo,SP
2240,4733,-23.63552988166383,-46.69403108090457,são paulo,SP
2241,4734,-23.642557650665783,-46.69829417797877,sao paulo,SP
2242,4735,-23.64269446059694,-46.69738953899133,sao paulo,SP
2243,4736,-23.642917686252986,-46.69665952210826,sao paulo,SP
2244,4737,-23.64443978546663,-46.69565280507989,sao paulo,SP
2245,4738,-23.642310172459627,-46.69538260530722,sao paulo,SP
2246,4739,-23.645606617155025,-46.69884923278413,sao paulo,SP
2247,4740,-23.64659824535931,-46.69298461682915,sao paulo,SP
2248,4741,-23.64941510865309,-46.70069839909865,sao paulo,SP
2249,4742,-23.650936619411485,-46.70090582373058,são paulo,SP
2250,4743,-23.65325235699301,-46.7036189807141,sao paulo,SP
2251,4744,-23.65661163744346,-46.70672764474122,são paulo,SP
2252,4745,-23.65652793850951,-46.705435947698426,sao paulo,SP
2253,4746,-23.658871847383985,-46.70793209575099,sao paulo,SP
2254,4747,-23.65671810515744,-46.69780877973735,sao paulo,SP
2255,4748,-23.64974985956936,-46.68948503310624,são paulo,SP
2256,4750,-23.647090268917783,-46.70482089842843,sao paulo,SP
2257,4751,-23.65180502953228,-46.707493809346126,sao paulo,SP
2258,4752,-23.653255735596098,-46.71183480625177,sao paulo,SP
2259,4753,-23.654349554485755,-46.71378917562136,sao paulo,SP
2260,4754,-23.652281831910415,-46.71548233316467,sao paulo,SP
2261,4755,-23.6471845969568,-46.71383856437029,sao paulo,SP
2262,4756,-23.64698378124242,-46.71872159590326,são paulo,SP
2263,4757,-23.651083583404382,-46.71962633280197,sao paulo,SP
2264,4760,-23.663622011919838,-46.71520079925147,sao paulo,SP
2265,4761,-23.6628433978514,-46.71802738661013,sao paulo,SP
2266,4762,-23.665195864565025,-46.71954903436284,sao paulo,SP
2267,4763,-23.66958508329505,-46.71857329234198,sao paulo,SP
2268,4764,-23.67239160871977,-46.71465164077816,sao paulo,SP
2269,4765,-23.673255283003453,-46.71140015838574,sao paulo,SP
2270,4766,-23.671866267686948,-46.70943640542279,sao paulo,SP
2271,4767,-23.677586434267223,-46.70650795570529,sao paulo,SP
